Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
[BLASTED]	Ahyacinthus01658-RA	WD repeat-containing protein 44-like	799	10	1.96E-170	80.93								
[BLASTED]	Ahyacinthus01660-RA	WD repeat-containing protein 44-like	1575	10	0	65.87								
[BLASTED]	Ahyacinthus01662-RA	trafficking protein particle complex subunit 14-like isoform X1	1502	10	0	78.71								
[BLASTED]	Ahyacinthus01663-RA	flocculation protein FLO11-like	2272	10	0	62.25								
[BLASTED]	Ahyacinthus01666-RA	cilia- and flagella-associated protein 44-like isoform X1	6394	10	0	86.49								
[BLASTED]	Ahyacinthus01670-RA	U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2-like	1320	10	0	78.51								
[BLASTED]	Ahyacinthus01664-RA	diacylglycerol kinase delta-like isoform X1	3038	10	0	76.01								
[BLASTED]	Ahyacinthus01665-RA	sodium/potassium-transporting ATPase subunit beta-1-like	1610	10	4.38E-175	63.33								
[BLASTED]	Ahyacinthus01667-RA	protein CBFA2T1-like	306	10	5.24E-63	65.04								
[BLASTED]	Ahyacinthus01668-RA	protein CBFA2T1-like	270	5	8.78E-37	83.78								
[BLASTED]	Ahyacinthus01669-RA	centrosomal protein of 164 kDa-like isoform X1	4175	10	0	67.98								
[BLASTED]	Ahyacinthus01671-RA	rho guanine nucleotide exchange factor 7-like isoform X8	2382	10	0	85.06								
[BLASTED]	Ahyacinthus01672-RA	arf-GAP domain and FG repeat-containing protein 1-like	2344	10	0	74.53								
[BLASTED]	Ahyacinthus01673-RA	tyrosine-protein kinase HTK16-like	2457	10	0	81.78								
[BLASTED]	Ahyacinthus01676-RA	golgin-45-like isoform X1	1986	10	0	68.53								
[BLASTED]	Ahyacinthus01675-RA	A-kinase anchor protein 14-like	636	10	4.93E-152	82.7								
[BLASTED]	Ahyacinthus01677-RA	transmembrane and TPR repeat-containing protein 4-like	1551	10	0	63.62								
[BLASTED]	Ahyacinthus01678-RA	beta-galactosidase-1-like protein 2	1331	10	0	64.83								
[BLASTED]	Ahyacinthus01683-RA	cilia- and flagella-associated protein 300-like isoform X2	867	10	5.94E-123	60.34								
[BLASTED]	Ahyacinthus01687-RA	transcription factor RFX4-like isoform X2	1962	10	0	82.82								
[BLASTED]	Ahyacinthus01690-RA	integral membrane protein GPR180-like	1266	10	0	73.08								
[BLASTED]	Ahyacinthus01695-RA	rhomboid-related protein 4-like	1422	10	0	82.71								
[BLASTED]	Ahyacinthus01697-RA	putative carbonic anhydrase 2	1452	10	1.65E-123	55.58								
[BLASTED]	Ahyacinthus01679-RA	protein ECT2-like isoform X1	2394	10	0	80.11								
[BLASTED]	Ahyacinthus01681-RA	transcriptional coactivator YAP1-like	561	10	2.79E-107	77.36								
[BLASTED]	Ahyacinthus01682-RA	transcriptional coactivator YAP1-like	438	10	7.93E-99	78.3								
[BLASTED]	Ahyacinthus01684-RA	integrator complex subunit 4-like	2940	10	0	78.23								
[BLASTED]	Ahyacinthus01685-RA	COP9 signalosome complex subunit 6-like	1088	10	0	82.25								
[BLASTED]	Ahyacinthus01688-RA	cyclic nucleotide-gated olfactory channel-like isoform X2	1866	10	0	95.78								
[BLASTED]	Ahyacinthus01691-RA	"RNA-binding motif protein, X-linked 2-like"	957	10	2.00E-157	88.14								
[BLASTED]	Ahyacinthus01693-RA	transcription factor Dp-1-like	1970	10	0	85.53								
[BLASTED]	Ahyacinthus01694-RA	tripeptidyl-peptidase 2-like	3321	10	0	74.72								
[BLASTED]	Ahyacinthus01696-RA	chromosome partition protein Smc-like	1003	10	7.53E-158	77.29								
[BLASTED]	Ahyacinthus01692-RA	WD repeat-containing protein 53-like	922	10	0	71.42								
[BLASTED]	Ahyacinthus01686-RA	probable E3 ubiquitin-protein ligase RNF144A-B	909	10	0	63.37								
[BLASTED]	Ahyacinthus26435-RA	probable serine/threonine-protein kinase DDB_G0271682	1563	10	0	85.07								
[BLASTED]	Ahyacinthus26436-RA	probable serine/threonine-protein kinase DDB_G0271682	2007	10	0	87.28								
[BLASTED]	Ahyacinthus26437-RA	probable serine/threonine-protein kinase DDB_G0271682	3753	10	0	80.37								
[BLASTED]	Ahyacinthus26438-RA	probable serine/threonine-protein kinase DDB_G0281745 isoform X1	861	10	1.06E-130	73.49								
[BLASTED]	Ahyacinthus26594-RA	uncharacterized protein LOC113675659	1317	10	7.00E-131	57.8								
[BLASTED]	Ahyacinthus26595-RA	uncharacterized protein LOC111346680	1236	10	3.67E-176	69.93								
[BLASTED]	Ahyacinthus26596-RA	uncharacterized protein LOC114962167	897	10	0	73.09								
[BLASTED]	Ahyacinthus25854-RA	uncharacterized protein LOC122948835	1740	10	2.67E-133	93.59								
[BLASTED]	Ahyacinthus25855-RA	uncharacterized protein LOC122960343 isoform X2	921	10	0	82.08								
[BLASTED]	Ahyacinthus26017-RA	uncharacterized protein LOC122961879	222	10	1.91E-27	73.78								
[BLASTED]	Ahyacinthus26019-RA	uncharacterized protein LOC110061377	1434	10	0	78.84								
[BLASTED]	Ahyacinthus26021-RA	protein ANTAGONIST OF LIKE HETEROCHROMATIN PROTEIN 1-like	726	10	7.75E-101	82.23								
[BLASTED]	Ahyacinthus26023-RA	GRB10-interacting GYF protein 2-like isoform X2	357	2	9.72E-30	100								
[BLASTED]	Ahyacinthus26018-RA	PREDICTED: uncharacterized protein LOC107348633	2460	10	0	77.98								
[BLASTED]	Ahyacinthus26020-RA	PREDICTED: uncharacterized protein LOC107353220 isoform X2	303	10	3.86E-48	69.48								
[BLASTED]	Ahyacinthus26022-RA	hypothetical protein AWC38_SpisGene14560	726	10	4.70E-62	70.45								
[BLASTED]	Ahyacinthus27053-RA	glutamate receptor 2-like	825	10	0	72.81								
[BLASTED]	Ahyacinthus26900-RA	predicted protein	2220	10	0	63.72								
[BLASTED]	Ahyacinthus26901-RA	uncharacterized protein LOC114976079	609	10	1.39E-147	70.76								
[BLASTED]	Ahyacinthus26902-RA	uncharacterized protein LOC122961055	1254	10	2.84E-146	79.77								
[BLASTED]	Ahyacinthus26083-RA	Retrovirus-related Pol polyprotein from transposon 412	651	10	1.05E-17	54.87								
[BLASTED]	Ahyacinthus26084-RA	putative uncharacterized transposon-derived protein F52C9.6	240	7	5.80E-24	75.62								
[BLASTED]	Ahyacinthus26086-RA	uncharacterized protein LOC122961298	705	10	4.16E-150	73.01								
[BLASTED]	Ahyacinthus26085-RA	putative uncharacterized transposon-derived protein F52C9.6	525	10	4.68E-64	66.53								
[BLASTED]	Ahyacinthus25554-RA	protein dopey-1-like	636	10	6.67E-121	73.76								
[BLASTED]	Ahyacinthus25559-RA	hypothetical protein AWC38_SpisGene14331	321	1	7.89E-24	81.82								
[BLASTED]	Ahyacinthus25551-RA	Proprotein convertase subtilisin/kexin type 6	1323	10	6.97E-117	64.57								
[BLASTED]	Ahyacinthus25552-RA	uncharacterized protein LOC122955784 isoform X1	2211	10	2.13E-104	69.05								
[BLASTED]	Ahyacinthus25556-RA	G2/M phase-specific E3 ubiquitin-protein ligase-like isoform X1	1287	10	7.40E-133	80.13								
[BLASTED]	Ahyacinthus25557-RA	Hemolysin BL-binding component	591	10	2.37E-122	80.54								
[BLASTED]	Ahyacinthus25560-RA	PREDICTED: uncharacterized protein LOC107354970	1404	10	3.18E-126	69.82								
[BLASTED]	Ahyacinthus25553-RA	uncharacterized protein K02A2.6-like	1372	10	3.19E-168	89.26								
[BLASTED]	Ahyacinthus25561-RA	uncharacterized protein LOC122953097	1121	10	1.09E-81	51.65								
[BLASTED]	Ahyacinthus25562-RA	uncharacterized protein LOC114973814	471	10	4.28E-82	80.77								
[BLASTED]	Ahyacinthus25564-RA	hypothetical protein AC249_AIPGENE10101	876	10	1.68E-14	52.59								
[BLASTED]	Ahyacinthus25566-RA	uncharacterized protein LOC122948589	2562	10	0	81.72								
[BLASTED]	Ahyacinthus25568-RA	LOW QUALITY PROTEIN: uncharacterized protein LOC110047845	582	10	1.14E-109	83.54								
[BLASTED]	Ahyacinthus25569-RA	P2X purinoceptor 7-like	604	10	6.37E-55	75.23								
[BLASTED]	Ahyacinthus25572-RA	ATP-dependent DNA helicase RecQ-like	984	10	6.55E-45	65.98								
[BLASTED]	Ahyacinthus25575-RA	THAP domain-containing protein 1	1314	10	5.99E-36	62.39								
[BLASTED]	Ahyacinthus25576-RA	putative nuclease HARBI1	270	10	1.21E-30	75.61								
[BLASTED]	Ahyacinthus25570-RA	uncharacterized protein LOC122951336	246	10	2.96E-42	88.2								
[BLASTED]	Ahyacinthus25571-RA	THAP domain-containing protein 1-like	1194	10	9.17E-36	75.96								
[BLASTED]	Ahyacinthus25573-RA	piggyBac transposable element-derived protein 4-like	531	10	2.41E-89	73.53								
[BLASTED]	Ahyacinthus25574-RA	ATP-dependent DNA helicase RecQ-like	1545	10	0	77.15								
[BLASTED]	Ahyacinthus27072-RA	carbohydrate sulfotransferase 4-like	1182	10	0	82.58								
[BLASTED]	Ahyacinthus26422-RA	limbic system-associated membrane protein-like	480	10	1.36E-60	85.51								
[BLASTED]	Ahyacinthus26425-RA	uncharacterized protein LOC116287852	1524	10	0	76.03								
[BLASTED]	Ahyacinthus26421-RA	endonuclease domain-containing 1 protein-like	1674	10	0	67.26								
[BLASTED]	Ahyacinthus26426-RA	Tyrosine kinase receptor Cad96Ca	1845	10	2.83E-78	67.21								
[BLASTED]	Ahyacinthus26427-RA	lachesin-like isoform X2	579	10	5.53E-73	62.54								
[BLASTED]	Ahyacinthus26812-RA	YTH domain-containing protein 1-like	498	1	2.32E-37	96.3								
[BLASTED]	Ahyacinthus26813-RA	Tachykinin-like peptides receptor 86C	486	10	3.65E-70	75.28								
[BLASTED]	Ahyacinthus26646-RA	condensin-2 complex subunit D3-like	354	10	1.56E-28	90.71								
[BLASTED]	Ahyacinthus26647-RA	ATP-dependent DNA helicase PIF1-like	2013	10	0	96.98								
[BLASTED]	Ahyacinthus26709-RA	uncharacterized protein LOC114949028	1869	10	0	86.07								
[BLASTED]	Ahyacinthus26710-RA	Phosphatidylinositol N-acetylglucosaminyltransferase subunit A	186	10	2.37E-31	89.11								
[BLASTED]	Ahyacinthus26711-RA	uncharacterized protein LOC114965718	1020	9	3.96E-163	79.4								
[BLASTED]	Ahyacinthus25943-RA	putative RNA-directed DNA polymerase from transposon BS	1359	10	5.45E-63	78.5								
[BLASTED]	Ahyacinthus26858-RA	isoaspartyl peptidase/L-asparaginase-like	1887	10	0	74.67								
[BLASTED]	Ahyacinthus26859-RA	uncharacterized protein LOC114960401	1062	10	2.45E-133	70.66								
[BLASTED]	Ahyacinthus26802-RA	uncharacterized protein LOC114951935	419	3	8.96E-07	100								
[BLASTED]	Ahyacinthus26803-RA	uncharacterized protein LOC114951935	591	10	1.94E-138	71.59								
[BLASTED]	Ahyacinthus26800-RA	FK506-binding protein 2-like	690	10	2.29E-91	67.69								
[BLASTED]	Ahyacinthus26801-RA	PREDICTED: uncharacterized protein LOC107337207	441	1	3.23E-24	88.54								
[BLASTED]	Ahyacinthus24599-RA	putative 115 kDa protein	453	10	2.72E-53	72.09								
[BLASTED]	Ahyacinthus24598-RA	branchpoint-bridging protein-like	267	8	1.19E-31	77.73								
[BLASTED]	Ahyacinthus24600-RA	ATP-dependent DNA helicase PIF1	1761	10	0	88.08								
[BLASTED]	Ahyacinthus24601-RA	uncharacterized protein LOC122950797	4563	10	0	91.77								
[BLASTED]	Ahyacinthus24605-RA	PREDICTED: uncharacterized protein LOC107345372	1398	10	0	63.95								
[BLASTED]	Ahyacinthus24602-RA	protein strawberry notch homolog 1-like	522	10	1.10E-56	99.03								
[BLASTED]	Ahyacinthus24603-RA	protein strawberry notch homolog 1-like isoform X1	930	10	5.36E-120	98.81								
[BLASTED]	Ahyacinthus24604-RA	Bloom syndrome protein-like	1653	10	0	81.74								
[BLASTED]	Ahyacinthus24607-RA	hypothetical protein AWC38_SpisGene24115	784	10	1.18E-37	72.87								
[BLASTED]	Ahyacinthus24610-RA	Mitogen-activated protein kinase kinase kinase A	579	10	1.36E-08	42.22								
[BLASTED]	Ahyacinthus24606-RA	Retrovirus-related Pol polyprotein from type-1 retrotransposable element R2	564	10	2.56E-65	55.93								
[BLASTED]	Ahyacinthus24611-RA	uncharacterized protein LOC114973310	594	10	3.55E-46	65.84								
[BLASTED]	Ahyacinthus24613-RA	Protein asteroid-like 1	1314	10	2.65E-64	63.08								
[BLASTED]	Ahyacinthus24612-RA	uncharacterized protein LOC114973310	192	10	7.83E-32	75.2								
[BLASTED]	Ahyacinthus24614-RA	RNA-directed DNA polymerase from mobile element jockey	1140	10	1.10E-84	67.47								
[BLASTED]	Ahyacinthus24617-RA	uncharacterized protein LOC114970758	1410	10	1.05E-169	86.04								
[BLASTED]	Ahyacinthus24615-RA	hypothetical protein AC249_AIPGENE779	1376	10	6.05E-72	67.18								
[BLASTED]	Ahyacinthus24616-RA	predicted protein	3867	10	0	86.42								
[BLASTED]	Ahyacinthus24618-RA	putative RNA-directed DNA polymerase from transposon X-element	864	10	8.03E-178	68.08								
[BLASTED]	Ahyacinthus24619-RA	Integrase/recombinase xerD-like	330	10	1.69E-29	82.15								
[BLASTED]	Ahyacinthus25228-RA	uncharacterized protein LOC122963381	1188	10	0	60.73								
[BLASTED]	Ahyacinthus25229-RA	protein CEBPZOS-like	353	5	9.14E-13	94.78								
[BLASTED]	Ahyacinthus25230-RA	Pro-Pol polyprotein	492	10	2.40E-45	65.04								
[BLASTED]	Ahyacinthus25231-RA	Retrovirus-related Pol polyprotein from transposon 412	891	10	1.17E-138	64.48								
[BLASTED]	Ahyacinthus25232-RA	MAD2L1-binding protein-like	744	10	7.58E-175	70.03								
[BLASTED]	Ahyacinthus25234-RA	putative diacyglycerol O-acyltransferase MT1468	1563	10	0	79.48								
[BLASTED]	Ahyacinthus25236-RA	putative diacyglycerol O-acyltransferase MT1468	999	10	0	80.31								
[BLASTED]	Ahyacinthus25237-RA	zinc transporter 6-like	495	10	4.62E-63	90.26								
[BLASTED]	Ahyacinthus25831-RA	putative nuclease HARBI1	1878	10	7.97E-61	66.59								
[BLASTED]	Ahyacinthus25835-RA	cilia- and flagella-associated protein 251-like	3753	10	0	86.63								
[BLASTED]	Ahyacinthus25836-RA	uncharacterized protein LOC114967603	1308	8	8.92E-139	58.5								
[BLASTED]	Ahyacinthus25837-RA	Transposable element P transposase	185	10	1.43E-18	84.1								
[BLASTED]	Ahyacinthus25838-RA	uncharacterized protein LOC122956803	1820	10	6.20E-158	73.27								
[BLASTED]	Ahyacinthus25840-RA	myb/SANT-like DNA-binding domain-containing protein 4	524	10	3.62E-86	64.89								
[BLASTED]	Ahyacinthus25842-RA	uncharacterized protein LOC111342669	270	10	6.36E-24	79.08								
[BLASTED]	Ahyacinthus25832-RA	PREDICTED: uncharacterized protein LOC107328073	759	10	1.57E-32	75.76								
[BLASTED]	Ahyacinthus25833-RA	Exonuclease 1	498	10	1.55E-73	78.82								
[BLASTED]	Ahyacinthus25834-RA	uncharacterized protein LOC114974473	2489	10	0	71.06								
[BLASTED]	Ahyacinthus25839-RA	ATP-dependent DNA helicase Q-like 3	489	10	5.73E-26	87.76								
[BLASTED]	Ahyacinthus24645-RA	uncharacterized protein LOC114969016	1848	10	0	83.55								
[BLASTED]	Ahyacinthus24647-RA	uncharacterized protein LOC122964453	940	10	7.35E-123	83								
[BLASTED]	Ahyacinthus24649-RA	uncharacterized protein LOC114950389	240	1	7.36E-10	70.37								
[BLASTED]	Ahyacinthus24650-RA	"hypothetical protein pdam_00024183, partial"	210	2	1.58E-07	72.34								
[BLASTED]	Ahyacinthus24651-RA	uncharacterized protein LOC114950389	240	1	6.80E-10	70.37								
[BLASTED]	Ahyacinthus24653-RA	Transposon TX1 uncharacterized 149 kDa protein	801	10	1.08E-34	62.18								
[BLASTED]	Ahyacinthus24654-RA	Zinc finger protein 862	558	10	1.57E-121	82.18								
[BLASTED]	Ahyacinthus24655-RA	uncharacterized protein LOC122952068	546	6	1.69E-44	89.52								
[BLASTED]	Ahyacinthus24657-RA	Diacylglycerol kinase theta	339	10	3.47E-15	65.38								
[BLASTED]	Ahyacinthus24659-RA	uncharacterized protein LOC114972779	573	10	4.44E-52	67.72								
[BLASTED]	Ahyacinthus24660-RA	PREDICTED: uncharacterized protein LOC107326880	1689	10	2.03E-177	61.5								
[BLASTED]	Ahyacinthus24656-RA	PREDICTED: uncharacterized protein LOC107335263	1969	10	1.23E-135	81.82								
[BLASTED]	Ahyacinthus24658-RA	uncharacterized protein LOC114949642	1732	10	0	76.35								
[BLASTED]	Ahyacinthus24664-RA	uncharacterized protein LOC114541044	1764	10	8.13E-66	57.49								
[BLASTED]	Ahyacinthus24666-RA	uncharacterized protein LOC114947861	1242	10	0	66.34								
[BLASTED]	Ahyacinthus24663-RA	uncharacterized protein LOC122963026	1014	10	2.00E-103	77.95								
[BLASTED]	Ahyacinthus24667-RA	uncharacterized protein LOC122960324	1452	10	0	80.81								
[BLASTED]	Ahyacinthus24668-RA	uncharacterized protein LOC114950683	2145	10	0	64.81								
[BLASTED]	Ahyacinthus24662-RA	uncharacterized protein LOC110252595	416	10	7.00E-40	67.75								
[BLASTED]	Ahyacinthus25608-RA	uncharacterized protein LOC122958360	741	10	4.35E-171	73.5								
[BLASTED]	Ahyacinthus25609-RA	uncharacterized protein LOC122949746	351	10	6.47E-49	64.62								
[BLASTED]	Ahyacinthus25611-RA	uncharacterized protein LOC116612056	2076	10	2.70E-41	72.95								
[BLASTED]	Ahyacinthus25613-RA	Transposon Ty3-G Gag-Pol polyprotein	1098	10	5.53E-67	68.12								
[BLASTED]	Ahyacinthus25614-RA	uncharacterized protein LOC114974697	381	10	3.98E-25	70.18								
[BLASTED]	Ahyacinthus25610-RA	uncharacterized protein LOC114948258	1899	10	0	69.42								
[BLASTED]	Ahyacinthus25612-RA	Retrovirus-related Pol polyprotein from transposon 17.6	1161	10	2.88E-124	71.53								
[BLASTED]	Ahyacinthus25615-RA	THAP domain-containing protein 1-like	631	10	7.51E-91	69.62								
[BLASTED]	Ahyacinthus25616-RA	uncharacterized protein LOC114951710	1881	10	1.88E-164	91.77								
[BLASTED]	Ahyacinthus25619-RA	predicted protein	3828	10	0	74.68								
[BLASTED]	Ahyacinthus25621-RA	structural maintenance of chromosomes protein 2-like isoform X1	1433	10	0	79.85								
[BLASTED]	Ahyacinthus25617-RA	uncharacterized protein LOC114951709 isoform X2	1130	10	2.34E-162	86.61								
[BLASTED]	Ahyacinthus25618-RA	predicted protein	2109	10	0	64.93								
[BLASTED]	Ahyacinthus25620-RA	sodium- and chloride-dependent GABA transporter 1-like	1964	10	0	89.26								
[BLASTED]	Ahyacinthus26996-RA	uncharacterized protein LOC122961845	249	8	6.87E-20	93.31								
[BLASTED]	Ahyacinthus26995-RA	PREDICTED: uncharacterized protein LOC107350834	369	10	2.89E-64	94.64								
[BLASTED]	Ahyacinthus25657-RA	uncharacterized protein LOC111343820	831	10	2.41E-16	82.65								
[BLASTED]	Ahyacinthus25659-RA	uncharacterized protein LOC114949228	1089	10	1.38E-161	84.29								
[BLASTED]	Ahyacinthus25656-RA	predicted protein	1542	10	8.55E-167	68.25								
[BLASTED]	Ahyacinthus25658-RA	hypothetical protein AWC38_SpisGene22013	1824	10	5.00E-131	76.7								
[BLASTED]	Ahyacinthus25660-RA	Transposable element P transposase	282	10	2.26E-46	93.6								
[BLASTED]	Ahyacinthus25661-RA	putative RNA-directed DNA polymerase from transposon X-element	321	10	1.01E-18	63.11								
[BLASTED]	Ahyacinthus25662-RA	G2/M phase-specific E3 ubiquitin-protein ligase	1359	10	2.04E-68	61.5								
[BLASTED]	Ahyacinthus25667-RA	uncharacterized protein LOC114971637	1728	10	1.03E-174	69.86								
[BLASTED]	Ahyacinthus25669-RA	putative nuclease HARBI1	504	10	3.30E-80	78.66								
[BLASTED]	Ahyacinthus25663-RA	hypothetical protein pdam_00023657	624	10	2.32E-55	69.03								
[BLASTED]	Ahyacinthus25664-RA	zinc finger MYM-type protein 2-like	507	10	1.02E-41	63.14								
[BLASTED]	Ahyacinthus25666-RA	uncharacterized protein LOC122950902	1398	10	8.27E-163	70.42								
[BLASTED]	Ahyacinthus25668-RA	PREDICTED: uncharacterized protein LOC107357852	3075	10	0	63.5								
[BLASTED]	Ahyacinthus25670-RA	ABC transporter G family member 9	1290	10	7.68E-127	59.78								
[BLASTED]	Ahyacinthus25671-RA	nuclear apoptosis-inducing factor 1-like	726	10	5.16E-133	80.82								
[BLASTED]	Ahyacinthus25675-RA	RNA-directed DNA polymerase from mobile element jockey	1755	10	1.29E-82	70.59								
[BLASTED]	Ahyacinthus25674-RA	hypothetical protein AC249_AIPGENE10241	1782	10	1.25E-55	58.28								
[BLASTED]	Ahyacinthus25673-RA	G2/M phase-specific E3 ubiquitin-protein ligase-like	957	10	4.55E-122	60.95								
[BLASTED]	Ahyacinthus25665-RA	Transposon Tf2-8 polyprotein	678	10	6.93E-53	80.65								
[BLASTED]	Ahyacinthus26428-RA	uncharacterized protein LOC114951222 isoform X5	2136	10	0	75.42								
[BLASTED]	Ahyacinthus26430-RA	uncharacterized protein LOC122963381	2503	10	0	65.25								
[BLASTED]	Ahyacinthus26429-RA	uncharacterized protein LOC122958639	245	10	2.52E-10	56.9								
[BLASTED]	Ahyacinthus26234-RA	malignant fibrous histiocytoma-amplified sequence 1 homolog	2532	10	0	76.99								
[BLASTED]	Ahyacinthus26231-RA	tetratricopeptide repeat protein 28-like	2319	10	0	71.91								
[BLASTED]	Ahyacinthus26232-RA	tetratricopeptide repeat protein 28-like	1554	10	0	85.14								
[BLASTED]	Ahyacinthus26896-RA	Transposable element P transposase	249	10	2.64E-52	91.52								
